County_Code,County,FedFSystemID,FedFSystemDescript,Urbanization,Miles,Miles_Percentage,Lane_Miles,Lanes_Percentage,Annual_Vehicle_Miles_Millions,Daily_Vehicle_Miles_Travel_Thousands,VMT_Percentage,RowOrder
44,Roane,3,O. P. A.,Urban,0,0,0,0,0,0,0,1
44,Roane,4,Minor Arterial,Urban,0,0,0,0,0,0,0,1
44,Roane,5,Major Collector,Urban,0,0,0,0,0,0,0,1
44,Roane,6,Minor Collector,Urban,0,0,0,0,0,0,0,1
44,Roane,7,Local,Urban,0,0,0,0,0,0,0,1
44,Roane,1,Interstate,Rural,16.99,2.14,61.15,3.78,51.84,142.03,40.14,1
44,Roane,2,O. F. E,Rural,0,0,0,0,0,0,0,1
44,Roane,3,O. P. A.,Rural,0,0,0,0,0,0,0,1
44,Roane,4,Minor Arterial,Rural,20.44,2.57,40.88,2.53,19.74,54.09,15.29,1
44,Roane,5,Major Collector,Rural,135.01,16.99,270.02,16.7,39.94,109.44,30.93,1
44,Roane,6,Minor Collector,Rural,63.54,8,127.08,7.86,5.16,14.15,4,1
44,Roane,7,Local,Rural,558.69,70.3,1117.38,69.12,12.47,34.16,9.65,1
44,Roane,99,Total County,All,794.67,100,1616.51,100,129.15,353.87,100,2
45,Summers,1,Interstate,Urban,0,0,0,0,0,0,0,1
45,Summers,2,O. F. E,Urban,0,0,0,0,0,0,0,1
45,Summers,3,O. P. A.,Urban,0,0,0,0,0,0,0,1
45,Summers,4,Minor Arterial,Urban,0,0,0,0,0,0,0,1
45,Summers,5,Major Collector,Urban,0,0,0,0,0,0,0,1
45,Summers,6,Minor Collector,Urban,0,0,0,0,0,0,0,1
45,Summers,7,Local,Urban,0,0,0,0,0,0,0,1
45,Summers,1,Interstate,Rural,12.61,2.08,45.18,3.67,38.3,104.94,31.65,1
45,Summers,2,O. F. E,Rural,0,0,0,0,0,0,0,1
45,Summers,3,O. P. A.,Rural,0,0,0,0,0,0,0,1
45,Summers,4,Minor Arterial,Rural,77.16,12.74,153.1,12.45,61.82,169.36,51.07,1
45,Summers,5,Major Collector,Rural,32.72,5.4,65.44,5.32,3.61,9.88,2.98,1
45,Summers,6,Minor Collector,Rural,52.14,8.61,104.28,8.48,3.46,9.47,2.86,1
45,Summers,7,Local,Rural,430.97,71.16,861.95,70.08,13.85,37.95,11.44,1
45,Summers,99,Total County,All,605.6,100,1229.95,100,121.04,331.6,100,2
46,Taylor,1,Interstate,Urban,0,0,0,0,0,0,0,1
46,Taylor,2,O. F. E,Urban,0,0,0,0,0,0,0,1
46,Taylor,3,O. P. A.,Urban,0,0,0,0,0,0,0,1
46,Taylor,4,Minor Arterial,Urban,0.16,0.04,0.32,0.04,0.17,0.46,0.15,1
46,Taylor,5,Major Collector,Urban,0,0,0,0,0,0,0,1
46,Taylor,6,Minor Collector,Urban,0,0,0,0,0,0,0,1
46,Taylor,7,Local,Urban,3.66,0.94,7.33,0.94,0.37,1.02,0.33,1
46,Taylor,1,Interstate,Rural,0,0,0,0,0,0,0,1
46,Taylor,2,O. F. E,Rural,0,0,0,0,0,0,0,1
46,Taylor,3,O. P. A.,Rural,0,0,0,0,0,0,0,1
46,Taylor,4,Minor Arterial,Rural,54.26,13.87,108.08,13.82,83.92,229.92,74.73,1
46,Taylor,5,Major Collector,Rural,38.22,9.77,76.44,9.77,12.3,33.69,10.95,1
46,Taylor,6,Minor Collector,Rural,20.51,5.24,41.02,5.25,4.89,13.41,4.36,1
46,Taylor,7,Local,Rural,274.43,70.14,548.85,70.18,10.64,29.15,9.48,1
46,Taylor,99,Total County,All,391.24,100,782.04,100,112.29,307.65,100,2
47,Tucker,1,Interstate,Urban,0,0,0,0,0,0,0,1
47,Tucker,2,O. F. E,Urban,0,0,0,0,0,0,0,1
47,Tucker,3,O. P. A.,Urban,0,0,0,0,0,0,0,1
47,Tucker,4,Minor Arterial,Urban,0,0,0,0,0,0,0,1
47,Tucker,5,Major Collector,Urban,0,0,0,0,0,0,0,1
47,Tucker,6,Minor Collector,Urban,0,0,0,0,0,0,0,1
47,Tucker,7,Local,Urban,0,0,0,0,0,0,0,1
47,Tucker,1,Interstate,Rural,0,0,0,0,0,0,0,1
47,Tucker,2,O. F. E,Rural,0,0,0,0,0,0,0,1
47,Tucker,3,O. P. A.,Rural,46.33,10.91,92,10.84,39.46,108.12,59.28,1
47,Tucker,4,Minor Arterial,Rural,10.37,2.44,20.74,2.44,6.91,18.94,10.38,1
47,Tucker,5,Major Collector,Rural,63.8,15.02,127.6,15.03,13.36,36.59,20.06,1
47,Tucker,6,Minor Collector,Rural,33.11,7.79,66.22,7.8,1.32,3.61,1.98,1
47,Tucker,7,Local,Rural,271.22,63.84,542.43,63.89,5.53,15.14,8.3,1
47,Tucker,99,Total County,All,424.83,100,848.99,100,66.58,182.4,100,2
48,Tyler,1,Interstate,Urban,0,0,0,0,0,0,0,1
48,Tyler,2,O. F. E,Urban,0,0,0,0,0,0,0,1
48,Tyler,3,O. P. A.,Urban,0,0,0,0,0,0,0,1
48,Tyler,4,Minor Arterial,Urban,0,0,0,0,0,0,0,1
48,Tyler,5,Major Collector,Urban,0,0,0,0,0,0,0,1
48,Tyler,6,Minor Collector,Urban,0,0,0,0,0,0,0,1
48,Tyler,7,Local,Urban,0,0,0,0,0,0,0,1
48,Tyler,1,Interstate,Rural,0,0,0,0,0,0,0,1
48,Tyler,2,O. F. E,Rural,0,0,0,0,0,0,0,1
48,Tyler,3,O. P. A.,Rural,13.93,3.44,27.86,3.44,21.99,60.25,30.33,1
48,Tyler,4,Minor Arterial,Rural,0,0,0,0,0,0,0,1
48,Tyler,5,Major Collector,Rural,84.08,20.77,168.16,20.77,40.99,112.31,56.53,1
48,Tyler,6,Minor Collector,Rural,39.08,9.66,78.16,9.66,3.36,9.21,4.64,1
48,Tyler,7,Local,Rural,267.63,66.13,535.26,66.13,6.17,16.89,8.5,1
48,Tyler,99,Total County,All,404.72,100,809.44,100,72.51,198.66,100,2
49,Upshur,1,Interstate,Urban,0,0,0,0,0,0,0,1
49,Upshur,2,O. F. E,Urban,0,0,0,0,0,0,0,1
49,Upshur,3,O. P. A.,Urban,3.99,0.56,12.5,0.86,13.28,36.39,8.24,1
49,Upshur,4,Minor Arterial,Urban,10.3,1.46,21.24,1.47,20.8,56.99,12.9,1
49,Upshur,5,Major Collector,Urban,8.83,1.25,17.67,1.22,5.26,14.42,3.27,1
49,Upshur,6,Minor Collector,Urban,0.54,0.08,1.08,0.07,0.89,2.43,0.55,1
49,Upshur,7,Local,Urban,14.32,2.02,28.65,1.98,1.68,4.6,1.04,1
49,Upshur,1,Interstate,Rural,0,0,0,0,0,0,0,1
49,Upshur,2,O. F. E,Rural,0,0,0,0,0,0,0,1
49,Upshur,3,O. P. A.,Rural,12.56,1.78,50.26,3.48,47.29,129.56,29.34,1
49,Upshur,4,Minor Arterial,Rural,11.81,1.67,23.62,1.63,13.84,37.93,8.59,1
49,Upshur,5,Major Collector,Rural,74.59,10.54,149.17,10.32,32.96,90.29,20.45,1
49,Upshur,6,Minor Collector,Rural,54.53,7.71,109.06,7.55,9.29,25.46,5.77,1
49,Upshur,7,Local,Rural,515.98,72.94,1031.95,71.41,15.9,43.55,9.86,1
49,Upshur,99,Total County,All,707.45,100,1445.2,100,161.19,441.62,100,2
50,Wayne,1,Interstate,Urban,6.7,0.78,24.32,1.39,56.87,155.8,20.25,1
50,Wayne,2,O. F. E,Urban,0,0,0,0,0,0,0,1
50,Wayne,3,O. P. A.,Urban,13.68,1.58,35.85,2.05,29.79,81.61,10.61,1
50,Wayne,4,Minor Arterial,Urban,11.7,1.35,23.48,1.34,15.32,41.98,5.46,1
50,Wayne,5,Major Collector,Urban,27.32,3.16,54.65,3.12,37.96,104.01,13.52,1
50,Wayne,6,Minor Collector,Urban,5.55,0.64,11.1,0.63,0.85,2.34,0.3,1
50,Wayne,7,Local,Urban,72.23,8.36,144.46,8.24,6.37,17.45,2.27,1
50,Wayne,1,Interstate,Rural,0,0,0,0,0,0,0,1
50,Wayne,2,O. F. E,Rural,0,0,0,0,0,0,0,1
50,Wayne,3,O. P. A.,Rural,44.85,5.19,94.72,5.4,47.97,131.42,17.08,1
50,Wayne,4,Minor Arterial,Rural,0,0,0,0,0,0,0,1
50,Wayne,5,Major Collector,Rural,133.04,15.4,266.08,15.18,63.28,173.37,22.53,1
50,Wayne,6,Minor Collector,Rural,55.97,6.48,111.94,6.39,7.29,19.96,2.59,1
50,Wayne,7,Local,Rural,493.02,57.06,986.05,56.26,15.15,41.49,5.39,1
50,Wayne,99,Total County,All,864.07,100,1752.65,100,280.85,769.43,100,2
51,Webster,1,Interstate,Urban,0,0,0,0,0,0,0,1
51,Webster,2,O. F. E,Urban,0,0,0,0,0,0,0,1
51,Webster,3,O. P. A.,Urban,0,0,0,0,0,0,0,1
51,Webster,4,Minor Arterial,Urban,0,0,0,0,0,0,0,1
51,Webster,5,Major Collector,Urban,0,0,0,0,0,0,0,1
51,Webster,6,Minor Collector,Urban,0,0,0,0,0,0,0,1
51,Webster,7,Local,Urban,0,0,0,0,0,0,0,1
51,Webster,1,Interstate,Rural,0,0,0,0,0,0,0,1
51,Webster,2,O. F. E,Rural,0,0,0,0,0,0,0,1
51,Webster,3,O. P. A.,Rural,0,0,0,0,0,0,0,1
51,Webster,4,Minor Arterial,Rural,0,0,0,0,0,0,0,1
51,Webster,5,Major Collector,Rural,118.49,24.8,236.98,24.8,37.01,101.41,77.15,1
51,Webster,6,Minor Collector,Rural,38.12,7.98,76.24,7.98,5.08,13.93,10.6,1
51,Webster,7,Local,Rural,321.08,67.22,642.17,67.22,5.88,16.11,12.26,1
51,Webster,99,Total County,All,477.69,100,955.39,100,47.97,131.45,100,2
52,Wetzel,1,Interstate,Urban,0,0,0,0,0,0,0,1
52,Wetzel,2,O. F. E,Urban,0,0,0,0,0,0,0,1
52,Wetzel,3,O. P. A.,Urban,5.67,1.01,12.22,1.09,25.49,69.84,22.15,1
52,Wetzel,4,Minor Arterial,Urban,4.12,0.73,8.07,0.72,4.59,12.58,3.99,1
52,Wetzel,5,Major Collector,Urban,7.79,1.39,15.19,1.35,1.88,5.16,1.64,1
52,Wetzel,6,Minor Collector,Urban,0,0,0,0,0,0,0,1
52,Wetzel,7,Local,Urban,1.19,0.21,2.38,0.21,0.06,0.16,0.05,1
52,Wetzel,1,Interstate,Rural,0,0,0,0,0,0,0,1
52,Wetzel,2,O. F. E,Rural,0,0,0,0,0,0,0,1
52,Wetzel,3,O. P. A.,Rural,18.66,3.33,38.6,3.44,20.69,56.67,17.97,1
52,Wetzel,4,Minor Arterial,Rural,66.8,11.92,133.61,11.9,37.36,102.36,32.46,1
52,Wetzel,5,Major Collector,Rural,80.63,14.38,161.25,14.36,17.99,49.28,15.63,1
52,Wetzel,6,Minor Collector,Rural,37.4,6.67,74.8,6.66,2.13,5.85,1.86,1
52,Wetzel,7,Local,Rural,338.34,60.35,676.68,60.27,4.91,13.46,4.27,1
52,Wetzel,99,Total County,All,560.61,100,1122.8,100,115.1,315.36,100,2
53,Wirt,1,Interstate,Urban,0,0,0,0,0,0,0,1
53,Wirt,2,O. F. E,Urban,0,0,0,0,0,0,0,1
53,Wirt,3,O. P. A.,Urban,0,0,0,0,0,0,0,1
53,Wirt,4,Minor Arterial,Urban,0,0,0,0,0,0,0,1
53,Wirt,5,Major Collector,Urban,0,0,0,0,0,0,0,1
53,Wirt,6,Minor Collector,Urban,0,0,0,0,0,0,0,1
53,Wirt,7,Local,Urban,0,0,0,0,0,0,0,1
53,Wirt,1,Interstate,Rural,0,0,0,0,0,0,0,1
53,Wirt,2,O. F. E,Rural,0,0,0,0,0,0,0,1
53,Wirt,3,O. P. A.,Rural,0,0,0,0,0,0,0,1
53,Wirt,4,Minor Arterial,Rural,0,0,0,0,0,0,0,1
53,Wirt,5,Major Collector,Rural,101.68,25.37,203.36,25.37,30.88,84.61,86.22,1
53,Wirt,6,Minor Collector,Rural,23.77,5.93,47.54,5.93,0.89,2.44,2.49,1
53,Wirt,7,Local,Rural,275.33,68.7,550.67,68.7,4.04,11.08,11.29,1
53,Wirt,99,Total County,All,400.78,100,801.57,100,35.81,98.13,100,2
54,Wood,1,Interstate,Urban,19.85,2.23,67.75,3.54,110.1,301.65,16.36,1
54,Wood,2,O. F. E,Urban,0,0,0,0,0,0,0,1
54,Wood,3,O. P. A.,Urban,39.71,4.46,126.02,6.58,159.04,435.74,23.63,1
54,Wood,4,Minor Arterial,Urban,51.88,5.83,106.48,5.56,135.16,370.31,20.08,1
54,Wood,5,Major Collector,Urban,36.03,4.05,71.39,3.73,34.73,95.15,5.16,1
54,Wood,6,Minor Collector,Urban,2.04,0.23,4.07,0.21,0.21,0.59,0.03,1
54,Wood,7,Local,Urban,98.36,11.05,198.32,10.36,11.99,32.85,1.78,1
54,Wood,1,Interstate,Rural,17.68,1.99,67.35,3.52,92.68,253.91,13.77,1
54,Wood,2,O. F. E,Rural,0,0,0,0,0,0,0,1
54,Wood,3,O. P. A.,Rural,17.87,2.01,60.87,3.18,56.94,156,8.46,1
54,Wood,4,Minor Arterial,Rural,2.19,0.25,4.38,0.23,3.58,9.8,0.53,1
54,Wood,5,Major Collector,Rural,120.66,13.56,241.32,12.6,49.06,134.42,7.29,1
54,Wood,6,Minor Collector,Rural,47.91,5.38,95.82,5,3.39,9.3,0.5,1
54,Wood,7,Local,Rural,435.61,48.96,871.23,45.5,16.26,44.54,2.42,1
54,Wood,99,Total County,All,889.79,100,1915,100,673.14,1844.26,100,2
55,Wyoming,1,Interstate,Urban,0,0,0,0,0,0,0,1
55,Wyoming,2,O. F. E,Urban,0,0,0,0,0,0,0,1
55,Wyoming,3,O. P. A.,Urban,0,0,0,0,0,0,0,1
55,Wyoming,4,Minor Arterial,Urban,0,0,0,0,0,0,0,1
55,Wyoming,5,Major Collector,Urban,0,0,0,0,0,0,0,1
55,Wyoming,6,Minor Collector,Urban,0,0,0,0,0,0,0,1
55,Wyoming,7,Local,Urban,0,0,0,0,0,0,0,1
55,Wyoming,1,Interstate,Rural,0,0,0,0,0,0,0,1
55,Wyoming,2,O. F. E,Rural,0,0,0,0,0,0,0,1
55,Wyoming,3,O. P. A.,Rural,36.8,6.96,74.63,7.02,33.9,92.86,22.81,1
55,Wyoming,4,Minor Arterial,Rural,81,15.32,162.23,15.26,66.8,183,44.95,1
55,Wyoming,5,Major Collector,Rural,85.98,16.26,176.1,16.57,33.21,90.99,22.35,1
55,Wyoming,6,Minor Collector,Rural,34.49,6.52,68.98,6.49,6.22,17.05,4.19,1
55,Wyoming,7,Local,Rural,290.45,54.93,580.9,54.66,8.46,23.19,5.7,1
55,Wyoming,99,Total County,All,528.72,100,1062.84,100,148.59,407.09,100,2
99,Total State,1,Interstate,Urban,287.65,0.82,968.51,1.33,2761.77,7566.49,16.28,1
99,Total State,2,O. F. E,Urban,19.63,0.06,53.91,0.07,87.99,241.08,0.52,1
99,Total State,3,O. P. A.,Urban,367.19,1.04,1109.82,1.53,1726.3,4729.6,10.18,1
99,Total State,4,Minor Arterial,Urban,596.51,1.69,1248.68,1.72,1556.91,4265.5,9.18,1
99,Total State,5,Major Collector,Urban,711.19,2.02,1427.31,1.96,720.49,1973.96,4.25,1
99,Total State,6,Minor Collector,Urban,35.63,0.1,72.51,0.1,24.25,66.45,0.14,1
99,Total State,7,Local,Urban,1528.77,4.34,3062.97,4.21,300.33,822.82,1.77,1
99,Total State,1,Interstate,Rural,454.21,1.29,1618.29,2.22,2769.53,7587.75,16.33,1
99,Total State,2,O. F. E,Rural,6.31,0.02,14.66,0.02,10.99,30.12,0.06,1
99,Total State,3,O. P. A.,Rural,1141.39,3.24,3029.49,4.16,2197.76,6021.26,12.96,1
99,Total State,4,Minor Arterial,Rural,1468.95,4.17,2957.06,4.06,1506.5,4127.39,8.88,1
99,Total State,5,Major Collector,Rural,5725.69,16.27,11478.47,15.78,2178.83,5969.4,12.85,1
99,Total State,6,Minor Collector,Rural,2181.87,6.2,4363.74,6,306.62,840.06,1.81,1
99,Total State,7,Local,Rural,20673.32,58.73,41346.67,56.83,811.76,2224,4.79,1
99,Total State,99,Total State,All,35198.31,100,72752.1,100,16960.04,46465.86,100,2
